Ano;Id;Mês;Battery Power;Confidence(1);Confidence(2);Erro;error perc;Int Memory;Prediction(Price Range);Price Range;Px Height;Px Width;Ram;Variavel;Vendas;Data
2024;574;1;535;0,999984584;1,54E-05;0;0;24;1;1;398;1775;524;1;1;1/2024
2020;575;2;1170;0,999981361;1,86E-05;0;0;30;1;1;27;1722;1073;1;1;2/2020
2021;576;3;1237;0,530820603;0,469179397;1;100;27;1;2;274;603;2454;0;0;3/2021
2022;577;4;1275;9,86E-06;0,999990136;0;0;5;2;2;19;501;3784;1;1;4/2022
2023;578;5;560;0,131411814;0,868588186;0;0;50;2;2;1448;1613;2150;1;1;5/2023
2024;579;6;1180;0,999984668;1,53E-05;0;0;27;1;1;168;540;348;1;1;6/2024
2020;580;7;774;1,00E-05;0,99999;0;0;55;2;2;8;896;3916;1;1;7/2020
2021;581;8;1113;0,999984387;1,56E-05;0;0;25;1;1;1047;1312;277;1;1;8/2021
2022;582;9;1232;0,999981408;1,86E-05;0;0;24;1;1;361;809;1257;1;1;9/2022
2023;583;10;731;0,999969476;3,05E-05;0;0;28;1;1;424;1032;1774;1;1;10/2023
2024;584;11;1617;9,12E-06;0,999990881;0;0;29;2;2;283;676;3685;1;1;11/2024
2020;585;12;1003;0,999338928;0,000661072;0;0;16;1;1;190;1905;1798;1;1;12/2020
2021;586;1;934;0,999984269;1,57E-05;0;0;30;1;1;521;1190;703;1;1;1/2021
2022;587;2;1561;0,009967345;0,990032655;0;0;4;2;2;885;1811;1783;1;1;2/2022
2023;588;3;981;0,999981584;1,84E-05;0;0;2;1;1;75;688;1539;1;1;3/2023
2024;589;4;989;0,765567525;0,234432475;0;0;51;1;1;670;804;2349;1;1;4/2024
2020;590;5;1633;0,999984178;1,58E-05;0;0;33;1;1;146;906;511;1;1;5/2020
2021;591;6;1108;9,18E-06;0,999990815;0;0;49;2;2;1298;1666;3254;1;1;6/2021
2022;592;7;1230;0,999983657;1,63E-05;0;0;26;1;1;416;676;988;1;1;7/2022
2023;593;8;1379;0,999983834;1,62E-05;0;0;63;1;1;207;1370;651;1;1;8/2023
2024;594;9;1883;8,81E-06;0,999991189;0;0;30;2;2;531;791;3724;1;1;9/2024
2020;595;10;600;0,999981671;1,83E-05;0;0;14;1;1;320;747;1655;1;1;10/2020
2021;596;11;1076;0,980376777;0,019623223;0;0;14;1;1;545;1300;2043;1;1;11/2021
2022;597;12;1849;8,91E-06;0,999991092;0;0;15;2;2;606;1123;3447;1;1;12/2022
2023;598;1;1175;0,77274273;0,22725727;0;0;19;1;1;873;1394;1944;1;1;1/2023
2024;599;2;1063;0,000689149;0,999310851;0;0;48;2;2;127;683;2910;1;1;2/2024
2020;600;3;555;0,99995988;4,01E-05;0;0;38;1;1;214;1970;1686;1;1;3/2020
2021;601;4;1958;0,999937105;6,29E-05;0;0;4;1;1;304;637;1409;1;1;4/2021
2022;602;5;1662;8,82E-06;0,999991184;0;0;61;2;2;32;1509;3760;1;1;5/2022
2023;603;6;801;0,999975423;2,46E-05;0;0;63;1;1;650;879;1617;1;1;6/2023
2024;604;7;1864;2,31E-05;0,999976899;0;0;46;2;2;168;981;2686;1;1;7/2024
2020;605;8;1703;0,999976559;2,34E-05;0;0;22;1;1;286;1235;1046;1;1;8/2020
2021;606;9;961;0,000104078;0,999895922;0;0;57;2;2;291;1434;2782;1;1;9/2021
2022;607;10;1660;0,99990713;9,29E-05;0;0;7;1;1;76;1165;1531;1;1;10/2022
2023;608;11;579;4,32E-05;0,999956794;0;0;7;2;2;808;1517;2908;1;1;11/2023
2024;609;12;1414;9,74E-06;0,999990258;0;0;44;2;2;44;1118;3490;1;1;12/2024
2020;610;1;1720;0,00017267;0,99982733;0;0;55;2;2;753;1353;2148;1;1;1/2020
2021;611;2;1250;1,29E-05;0,99998705;0;0;20;2;2;11;1020;3314;1;1;2/2021
2022;612;3;1029;0,999984512;1,55E-05;0;0;5;1;1;264;956;582;1;1;3/2022
2023;613;4;1075;8,86E-06;0,999991142;0;0;11;2;2;271;1769;3927;1;1;4/2023
2024;614;5;1129;0,993567981;0,006432019;0;0;49;1;1;1070;1079;1857;1;1;5/2024
2020;615;6;1063;0,139785004;0,860214996;0;0;27;2;2;201;582;2668;1;1;6/2020
2021;616;7;765;0,999984366;1,56E-05;0;0;18;1;1;6;793;1066;1;1;7/2021
2022;617;8;1177;0,044451042;0,955548958;1;100;11;2;1;945;1923;1887;0;0;8/2022
2023;618;9;1234;1,32E-05;0,999986756;0;0;17;2;2;209;725;3351;1;1;9/2023
2024;619;10;1128;1,46E-05;0,999985382;0;0;53;2;2;609;1370;2982;1;1;10/2024
2020;620;11;689;1,42E-05;0,999985786;0;0;45;2;2;256;823;3585;1;1;11/2020
2021;621;12;1994;0,999983492;1,65E-05;0;0;7;1;1;667;711;454;1;1;12/2021
2022;622;1;649;0,999984389;1,56E-05;0;0;19;1;1;344;1551;739;1;1;1/2022
2023;623;2;1030;1,15E-05;0,999988509;0;0;58;2;2;1111;1812;2858;1;1;2/2023
2024;624;3;912;0,969846991;0,030153009;0;0;54;1;1;329;1053;2330;1;1;3/2024
2020;625;4;1496;8,94E-06;0,999991064;0;0;6;2;2;549;1383;3571;1;1;4/2020
2021;626;5;560;0,999874087;0,000125913;0;0;57;1;1;80;1327;2167;1;1;5/2021
2022;627;6;1431;0,999984385;1,56E-05;0;0;56;1;1;156;952;461;1;1;6/2022
2023;628;7;1045;0,006804248;0,993195752;0;0;40;2;2;1078;1564;2137;1;1;7/2023
2024;629;8;946;0,073479702;0,926520298;0;0;25;2;2;650;1740;2177;1;1;8/2024
2020;630;9;841;0,000177018;0,999822982;0;0;39;2;2;546;828;2942;1;1;9/2020
2021;631;10;1539;6,98E-05;0,999930244;0;0;41;2;2;1112;1666;2107;1;1;10/2021
2022;632;11;1623;0,007958072;0,992041928;0;0;61;2;2;1568;1832;1510;1;1;11/2022
2023;633;12;1722;1,34E-05;0,999986613;0;0;25;2;2;1179;1638;2376;1;1;12/2023
2024;634;1;726;0,999981794;1,82E-05;0;0;43;1;1;666;760;1446;1;1;1/2024
2020;635;2;1645;0,999978525;2,15E-05;0;0;21;1;1;897;1308;783;1;1;2/2020
2021;636;3;768;0,999984465;1,55E-05;0;0;56;1;1;418;515;952;1;1;3/2021
2022;637;4;659;8,89E-06;0,999991112;0;0;24;2;2;924;1877;3925;1;1;4/2022
2023;638;5;1210;0,999705469;0,000294531;0;0;57;1;1;329;1039;1886;1;1;5/2023
2024;639;6;1541;0,999972898;2,71E-05;0;0;28;1;1;796;1052;1108;1;1;6/2024
2020;640;7;1729;0,999504879;0,000495121;0;0;12;1;1;461;1178;1519;1;1;7/2020
2021;641;8;1987;0,999739667;0,000260333;0;0;50;1;1;960;1925;857;1;1;8/2021
2022;642;9;586;0,001812732;0,998187268;0;0;8;2;2;116;598;3178;1;1;9/2022
2023;643;10;1805;0,999925618;7,44E-05;0;0;29;1;1;758;891;1276;1;1;10/2023
2024;644;11;972;0,999710011;0,000289989;0;0;54;1;1;681;1050;1900;1;1;11/2024
2020;645;12;1537;1,20E-05;0,99998802;0;0;46;2;2;686;1305;2857;1;1;12/2020
2021;646;1;1322;9,35E-06;0,999990645;0;0;35;2;2;443;708;3684;1;1;1/2021
2022;647;2;584;9,00E-06;0,999990997;0;0;19;2;2;919;1343;3996;1;1;2/2022
2023;648;3;1966;0,106894583;0,893105417;0;0;48;2;2;1242;1973;1252;1;1;3/2023
2024;649;4;615;0,981765719;0,018234281;0;0;58;1;1;1021;1958;1906;1;1;4/2024
2020;650;5;1445;0,999981577;1,84E-05;0;0;53;1;1;386;836;1099;1;1;5/2020
2021;651;6;586;9,30E-06;0,9999907;0;0;57;2;2;1226;1389;3646;1;1;6/2021
2022;652;7;1986;9,77E-06;0,999990234;0;0;51;2;2;342;774;3165;1;1;7/2022
2023;653;8;1926;1,37E-05;0,999986252;0;0;33;2;2;982;1157;2488;1;1;8/2023
2024;654;9;1887;8,74E-06;0,999991262;0;0;17;2;2;1172;1798;3348;1;1;9/2024
2020;655;10;1205;0,999984003;1,60E-05;0;0;12;1;1;573;614;860;1;1;10/2020
2021;656;11;1794;0,999984333;1,57E-05;0;0;55;1;1;43;627;402;1;1;11/2021
2022;657;12;1631;0,999983836;1,62E-05;0;0;3;1;1;177;1905;301;1;1;12/2022
2023;658;1;1656;0,779000971;0,220999029;0;0;34;1;1;880;1456;1629;1;1;1/2023
2024;659;2;1494;1,08E-05;0,99998925;0;0;47;2;2;207;1177;3202;1;1;2/2024
2020;660;3;788;9,39E-06;0,999990613;0;0;57;2;2;42;1161;3969;1;1;3/2020
2021;661;4;1044;0,992249104;0,007750896;0;0;12;1;1;1230;1263;1794;1;1;4/2021
2022;662;5;1254;2,44E-05;0,999975637;0;0;44;2;2;204;1021;3011;1;1;5/2022
2023;663;6;1724;1,06E-05;0,999989395;0;0;9;2;2;655;828;3056;1;1;6/2023
2024;664;7;595;0,999980717;1,93E-05;0;0;20;1;1;623;816;1593;1;1;7/2024
2020;665;8;659;0,479357012;0,520642988;1;100;6;2;1;1054;1929;2044;0;0;8/2020
2021;666;9;829;0,999983892;1,61E-05;0;0;56;1;1;91;1916;820;1;1;9/2021
2022;667;10;833;0,99998442;1,56E-05;0;0;27;1;1;649;1290;586;1;1;10/2022
2023;668;11;1007;0,999981965;1,80E-05;0;0;21;1;1;479;831;1301;1;1;11/2023
2024;669;12;909;1,71E-05;0,99998286;0;0;53;2;2;635;973;3187;1;1;12/2024
2020;670;1;1012;3,10E-05;0,999968975;0;0;39;2;2;882;1195;2802;1;1;1/2020
2021;671;2;1442;0,919016368;0,080983632;0;0;27;1;1;231;687;2227;1;1;2/2021
2022;672;3;1522;8,77E-06;0,999991232;0;0;21;2;2;533;1696;3767;1;1;3/2022
2023;673;4;1562;0,000128763;0,999871237;0;0;7;2;2;642;1533;2243;1;1;4/2023
2024;674;5;1528;0,999984053;1,59E-05;0;0;37;1;1;306;564;733;1;1;5/2024
2020;675;6;1560;0,043523765;0,956476235;0;0;22;2;2;745;1364;1938;1;1;6/2020
2021;676;7;1103;0,958642742;0,041357258;0;0;29;1;1;990;1486;1837;1;1;7/2021
2022;677;8;1195;0,99998194;1,81E-05;0;0;20;1;1;1580;1652;504;1;1;8/2022
2023;678;9;1725;0,999699152;0,000300848;0;0;52;1;1;1125;1195;1243;1;1;9/2023
2024;679;10;1195;0,999983498;1,65E-05;0;0;23;1;1;163;1100;980;1;1;10/2024
2020;680;11;1576;9,01E-06;0,999990988;0;0;14;2;2;1213;1386;3220;1;1;11/2020
2021;681;12;1893;8,76E-06;0,999991241;0;0;63;2;2;637;763;3822;1;1;12/2021
2022;682;1;808;0,999980353;1,96E-05;0;0;20;1;1;496;974;1471;1;1;1/2022
2023;683;2;657;0,999982502;1,75E-05;0;0;37;1;1;476;961;1412;1;1;2/2023
2024;684;3;1882;0,000271066;0,999728934;0;0;47;2;2;119;652;2500;1;1;3/2024
2020;685;4;1918;0,999748818;0,000251182;0;0;22;1;1;381;1203;1369;1;1;4/2020
2021;686;5;1178;0,005558924;0,994441076;0;0;57;2;2;96;1352;2492;1;1;5/2021
2022;687;6;1648;0,999973124;2,69E-05;0;0;64;1;1;1153;1876;610;1;1;6/2022
2023;688;7;1655;0,999981895;1,81E-05;0;0;4;1;1;626;1348;673;1;1;7/2023
2024;689;8;1860;0,999983457;1,65E-05;0;0;55;1;1;195;799;676;1;1;8/2024
2020;690;9;719;8,95E-06;0,999991049;0;0;23;2;2;431;1727;3990;1;1;9/2020
2021;691;10;514;0,999984651;1,53E-05;0;0;57;1;1;168;1320;687;1;1;10/2021
2022;692;11;718;0,999974391;2,56E-05;0;0;21;1;1;518;830;1754;1;1;11/2022
2023;693;12;1020;1,02E-05;0,999989813;0;0;27;2;2;919;1482;3204;1;1;12/2023
2024;694;1;1231;1,22E-05;0,999987825;0;0;7;2;2;43;1663;3119;1;1;1/2024
2020;695;2;844;1,03E-05;0,999989726;0;0;22;2;2;777;1995;3154;1;1;2/2020
2021;696;3;1165;0,999984104;1,59E-05;0;0;41;1;1;564;831;764;1;1;3/2021
2022;697;4;1454;0,998317491;0,001682509;0;0;37;1;1;903;910;1713;1;1;4/2022
2023;698;5;1239;0,999984524;1,55E-05;0;0;52;1;1;590;661;417;1;1;5/2023
2024;699;6;959;8,86E-06;0,999991136;0;0;20;2;2;561;1631;3965;1;1;6/2024
2020;700;7;531;7,27E-05;0,999927275;0;0;63;2;2;145;1903;2958;1;1;7/2020
2021;701;8;1878;4,30E-05;0,999957039;0;0;56;2;2;183;559;2711;1;1;8/2021
2022;702;9;908;1,26E-05;0,999987395;0;0;44;2;2;154;941;3518;1;1;9/2022
2023;703;10;1801;0,999983919;1,61E-05;0;0;52;1;1;100;1708;258;1;1;10/2023
2024;704;11;995;0,999984047;1,60E-05;0;0;10;1;1;258;1889;609;1;1;11/2024
2020;705;12;1039;3,70E-05;0,999963015;0;0;56;2;2;497;618;3105;1;1;12/2020
2021;706;1;1826;0,031619213;0,968380787;0;0;49;2;2;973;1633;1612;1;1;1/2021
2022;707;2;667;9,30E-05;0,999907047;0;0;8;2;2;1015;1947;2528;1;1;2/2022
2023;708;3;1678;0,99998444;1,56E-05;0;0;64;1;1;436;536;278;1;1;3/2023
2024;709;4;1646;0,999982295;1,77E-05;0;0;25;1;1;211;1608;686;1;1;4/2024
2020;710;5;1628;8,96E-06;0,999991045;0;0;56;2;2;500;1713;3358;1;1;5/2020
2021;711;6;1044;0,999937507;6,25E-05;0;0;33;1;1;42;1262;1816;1;1;6/2021
2022;712;7;1502;9,51E-06;0,999990489;0;0;54;2;2;65;588;3693;1;1;7/2022
2023;713;8;626;1,53E-05;0,999984694;0;0;23;2;2;90;1334;3458;1;1;8/2023
2024;714;9;955;0,999470622;0,000529378;0;0;2;1;1;428;1254;1974;1;1;9/2024
2020;715;10;1166;9,17E-06;0,999990827;0;0;43;2;2;205;603;3993;1;1;10/2020
2021;716;11;1954;0,999980597;1,94E-05;0;0;24;1;1;512;1149;700;1;1;11/2021
2022;717;12;608;0,970915404;0,029084596;0;0;64;1;1;4;1351;2517;1;1;12/2022
2023;718;1;625;1,16E-05;0,999988397;0;0;33;2;2;431;550;3801;1;1;1/2023
2024;719;2;1582;8,67E-06;0,999991327;0;0;44;2;2;1486;1797;3890;1;1;2/2024
2020;720;3;1799;0,999982988;1,70E-05;0;0;30;1;1;617;1386;445;1;1;3/2020
2021;721;4;1110;0,99998231;1,77E-05;0;0;12;1;1;961;1950;624;1;1;4/2021
2022;722;5;1375;1,04E-05;0,999989603;0;0;12;2;2;898;1687;2890;1;1;5/2022
2023;723;6;1923;0,000481482;0,999518518;0;0;14;2;2;15;525;2519;1;1;6/2023
2024;724;7;1874;0,994571334;0,005428666;0;0;19;1;1;1238;1418;1218;1;1;7/2024
2020;725;8;767;0,999984535;1,55E-05;0;0;28;1;1;344;1517;527;1;1;8/2020
2021;726;9;633;1,20E-05;0,999987952;0;0;49;2;2;529;1009;3560;1;1;9/2021
2022;727;10;554;1,35E-05;0,99998654;0;0;12;2;2;85;806;3764;1;1;10/2022
2023;728;11;697;0,999984716;1,53E-05;0;0;20;1;1;478;1477;259;1;1;11/2023
2024;729;12;1595;9,27E-06;0,99999073;0;0;12;2;2;344;655;3608;1;1;12/2024
2020;730;1;1170;0,802450976;0,197549024;0;0;40;1;1;427;684;2366;1;1;1/2020
2021;731;2;918;0,999974182;2,58E-05;0;0;8;1;1;653;671;1652;1;1;2/2021
2022;732;3;586;0,98810786;0,01189214;0;0;15;1;1;241;854;2592;1;1;3/2022
2023;733;4;1382;0,971750316;0,028249684;0;0;13;1;1;612;719;2073;1;1;4/2023
2024;734;5;662;0,991576545;0,008423455;0;0;20;1;1;1001;1224;2125;1;1;5/2024
2020;735;6;1065;0,999970429;2,96E-05;0;0;21;1;1;760;1722;1193;1;1;6/2020
2021;736;7;730;1,42E-05;0,999985789;0;0;27;2;2;62;846;3623;1;1;7/2021
2022;737;8;1604;9,25E-06;0,999990754;0;0;6;2;2;68;1042;3564;1;1;8/2022
2023;738;9;1703;0,999983821;1,62E-05;0;0;23;1;1;134;521;793;1;1;9/2023
2024;739;10;1368;0,999815437;0,000184563;0;0;42;1;1;907;925;1590;1;1;10/2024
2020;740;11;558;0,999984588;1,54E-05;0;0;49;1;1;997;1605;392;1;1;11/2020
2021;741;12;634;9,73E-06;0,999990265;0;0;41;2;2;1362;1853;3242;1;1;12/2021
2022;742;1;1191;0,999963229;3,68E-05;0;0;26;1;1;681;683;1604;1;1;1/2022
2023;743;2;1972;9,29E-06;0,999990709;0;0;37;2;2;715;1648;2870;1;1;2/2023
2024;744;3;1391;1,31E-05;0,999986933;0;0;36;2;2;14;1256;3139;1;1;3/2024
2020;745;4;1035;9,27E-06;0,999990728;0;0;44;2;2;236;1960;3506;1;1;4/2020
2021;746;5;1308;0,999984403;1,56E-05;0;0;46;1;1;275;989;488;1;1;5/2021
2022;747;6;862;0,999984492;1,55E-05;0;0;23;1;1;793;1758;278;1;1;6/2022
2023;748;7;560;0,485820915;0,514179085;1;100;23;2;1;356;1903;2360;0;0;7/2023
2024;749;8;1392;0,999973637;2,64E-05;0;0;44;1;1;482;1098;1280;1;1;8/2024
2020;750;9;530;0,999983214;1,68E-05;0;0;40;1;1;818;1090;1229;1;1;9/2020
2021;751;10;680;9,16E-06;0,999990841;0;0;34;2;2;686;1418;3845;1;1;10/2021
2022;752;11;1049;0,999983688;1,63E-05;0;0;63;1;1;199;1077;1022;1;1;11/2022
2023;753;12;1823;0,666843265;0,333156735;1;100;10;1;2;362;1250;1812;0;0;12/2023
2024;754;1;1940;0,999955148;4,49E-05;0;0;5;1;1;588;1809;820;1;1;1/2024
2020;755;2;514;1,03E-05;0,999989713;0;0;37;2;2;956;1723;3392;1;1;2/2020
2021;756;3;589;0,999939942;6,01E-05;0;0;61;1;1;429;815;2113;1;1;3/2021
2022;757;4;1908;1,17E-05;0,999988295;0;0;30;2;2;140;1046;2944;1;1;4/2022
2023;758;5;561;1,52E-05;0,999984842;0;0;11;2;2;492;1176;3421;1;1;5/2023
2024;759;6;993;0,999980826;1,92E-05;0;0;16;1;1;424;1639;1113;1;1;6/2024
2020;760;7;1023;1,05E-05;0,999989452;0;0;63;2;2;367;1985;3155;1;1;7/2020
2021;761;8;868;0,999979291;2,07E-05;0;0;5;1;1;40;1311;1519;1;1;8/2021
2022;762;9;1587;0,999984249;1,58E-05;0;0;50;1;1;299;874;461;1;1;9/2022
2023;763;10;1212;0,000980813;0,999019187;0;0;46;2;2;611;1715;2249;1;1;10/2023
2024;764;11;871;0,999984594;1,54E-05;0;0;52;1;1;194;1437;437;1;1;11/2024
2020;765;12;875;1,09E-05;0,999989101;0;0;43;2;2;902;969;3396;1;1;12/2020
2021;766;1;609;0,999951477;4,85E-05;0;0;10;1;1;113;1524;1905;1;1;1/2021
2022;767;2;1751;0,847018224;0,152981776;0;0;4;1;1;1499;1952;1155;1;1;2/2022
2023;768;3;1456;8,79E-06;0,999991207;0;0;49;2;2;1285;1427;3624;1;1;3/2023
2024;769;4;832;1,08E-05;0,999989233;0;0;46;2;2;820;1366;3317;1;1;4/2024
2020;770;5;538;0,999984854;1,51E-05;0;0;2;1;1;235;662;417;1;1;5/2020
2021;771;6;865;1,20E-05;0,999988014;0;0;16;2;2;335;1009;3494;1;1;6/2021
2022;772;7;1997;0,103188428;0,896811572;0;0;40;2;2;866;1212;1655;1;1;7/2022
2023;773;8;1512;8,75E-06;0,999991249;0;0;18;2;2;1079;1897;3607;1;1;8/2023
2024;774;9;1644;0,003137689;0,996862311;0;0;44;2;2;358;791;2360;1;1;9/2024
2020;775;10;1119;9,60E-06;0,999990399;0;0;23;2;2;821;915;3520;1;1;10/2020
2021;776;11;1552;0,001369595;0,998630405;0;0;13;2;2;269;1026;2403;1;1;11/2021
2022;777;12;1061;0,999983454;1,65E-05;0;0;52;1;1;138;1330;999;1;1;12/2022
2023;778;1;1602;8,73E-06;0,99999127;0;0;58;2;2;1259;1746;3622;1;1;1/2023
2024;779;2;1744;0,999979326;2,07E-05;0;0;20;1;1;68;718;1205;1;1;2/2024
2020;780;3;1701;1,78E-05;0,999982199;0;0;10;2;2;550;1338;2598;1;1;3/2020
2021;781;4;1450;0,999961642;3,84E-05;0;0;31;1;1;1573;1639;794;1;1;4/2021
2022;782;5;892;0,999974866;2,51E-05;0;0;47;1;1;655;1782;1241;1;1;5/2022
2023;783;6;557;0,999979764;2,02E-05;0;0;24;1;1;1131;1315;1305;1;1;6/2023
2024;784;7;986;0,999983889;1,61E-05;0;0;28;1;1;199;679;1149;1;1;7/2024
2020;785;8;963;0,000559544;0,999440456;0;0;60;2;2;742;821;2722;1;1;8/2020
2021;786;9;904;0,999983757;1,62E-05;0;0;35;1;1;42;507;1360;1;1;9/2021
2022;787;10;754;0,999954061;4,59E-05;0;0;59;1;1;1914;1928;1027;1;1;10/2022
2023;788;11;1872;9,55E-06;0,999990446;0;0;49;2;2;81;1389;3153;1;1;11/2023
2024;789;12;503;0,942779789;0,057220211;0;0;8;1;1;201;1245;2583;1;1;12/2024
2020;790;1;709;0,459213548;0,540786452;1;100;35;2;1;1545;1596;1973;0;0;1/2020
2021;791;2;1902;0,999981762;1,82E-05;0;0;50;1;1;1142;1393;343;1;1;2/2021
2022;792;3;1715;1,51E-05;0,999984921;0;0;18;2;2;674;1375;2598;1;1;3/2022
2023;793;4;1939;0,999979939;2,01E-05;0;0;55;1;1;320;520;1047;1;1;4/2023
2024;794;5;1089;0,000504754;0,999495246;0;0;2;2;2;211;1409;2620;1;1;5/2024
2020;795;6;1517;1,12E-05;0,999988778;0;0;48;2;2;802;1489;2822;1;1;6/2020
2021;796;7;1138;0,799127211;0,200872789;1;100;48;1;2;233;1777;2048;0;0;7/2021
2022;797;8;1876;1,40E-05;0,999986017;0;0;40;2;2;546;1564;2513;1;1;8/2022
2023;798;9;1642;1,64E-05;0,999983605;0;0;8;2;2;129;873;2984;1;1;9/2023
2024;799;10;1062;8,77E-06;0,999991229;0;0;10;2;2;1596;1807;3803;1;1;10/2024
2020;800;11;615;2,33E-05;0,999976747;0;0;10;2;2;1216;1786;2769;1;1;11/2020
2021;801;12;1021;1,82E-05;0,999981838;0;0;53;2;2;905;1988;2631;1;1;12/2021
2022;802;1;1066;4,65E-05;0,999953523;0;0;39;2;2;401;1586;2728;1;1;1/2022
2023;803;2;1352;0,999961756;3,82E-05;0;0;6;1;1;629;1299;1309;1;1;2/2023
2024;804;3;685;0,99998465;1,53E-05;0;0;29;1;1;433;648;728;1;1;3/2024
2020;805;4;1240;8,96E-06;0,999991035;0;0;39;2;2;1511;1756;3260;1;1;4/2020
2021;806;5;1159;0,611278073;0,388721927;1;100;36;1;2;717;1206;2115;0;0;5/2021
2022;807;6;1862;0,99997551;2,45E-05;0;0;62;1;1;386;1046;1017;1;1;6/2022
2023;808;7;1168;1,18E-05;0,999988161;0;0;61;2;2;159;1578;3173;1;1;7/2023
2024;809;8;748;0,999972023;2,80E-05;0;0;25;1;1;88;709;1974;1;1;8/2024
2020;810;9;1245;5,62E-05;0,999943788;0;0;30;2;2;330;1434;2676;1;1;9/2020
2021;811;10;1494;1,14E-05;0,999988648;0;0;45;2;2;449;790;3208;1;1;10/2021
2022;812;11;671;0,692911303;0,307088697;1;100;2;1;2;614;1617;2278;0;0;11/2022
2023;813;12;1695;8,90E-06;0,999991095;0;0;34;2;2;713;1742;3296;1;1;12/2023
2024;814;1;999;1,39E-05;0,999986128;0;0;56;2;2;342;1641;3083;1;1;1/2024
2020;815;2;1660;0,002205993;0,997794007;0;0;15;2;2;440;569;2424;1;1;2/2020
2021;817;3;759;0,999984177;1,58E-05;0;0;39;1;1;110;1317;968;1;1;3/2021
2022;818;4;817;0,999827968;0,000172032;0;0;11;1;1;722;766;2039;1;1;4/2022
2023;819;5;771;0,999983762;1,62E-05;0;0;33;1;1;776;1247;920;1;1;5/2023
2024;820;6;1076;8,57E-05;0,99991432;0;0;14;2;2;1088;1718;2355;1;1;6/2024
2020;821;7;548;0,999984522;1,55E-05;0;0;56;1;1;657;1657;562;1;1;7/2020
2021;822;8;1277;0,999984209;1,58E-05;0;0;41;1;1;902;1090;429;1;1;8/2021
2022;823;9;1273;0,999984002;1,60E-05;0;0;23;1;1;485;1399;558;1;1;9/2022
2023;824;10;1836;9,79E-06;0,999990214;0;0;26;2;2;408;1139;3097;1;1;10/2023
2024;825;11;1871;0,00024878;0,99975122;0;0;20;2;2;88;1682;2144;1;1;11/2024
2020;826;12;1591;0,999983901;1,61E-05;0;0;52;1;1;548;1641;282;1;1;12/2020
2021;827;1;1489;0,999983917;1,61E-05;0;0;32;1;1;172;812;776;1;1;1/2021
2022;828;2;1727;9,90E-06;0,9999901;0;0;63;2;2;1463;1992;2457;1;1;2/2022
2023;829;3;1827;1,65E-05;0,999983534;0;0;39;2;2;55;1020;2844;1;1;3/2023
2024;830;4;1793;0,999941829;5,82E-05;0;0;27;1;1;586;722;1370;1;1;4/2024
2020;831;5;1965;8,70E-06;0,999991296;0;0;4;2;2;977;1660;3535;1;1;5/2020
2021;832;6;1563;8,86E-06;0,999991144;0;0;24;2;2;142;1699;3660;1;1;6/2021
2022;833;7;1218;0,999984618;1,54E-05;0;0;14;1;1;229;616;398;1;1;7/2022
2023;834;8;1009;0,026350886;0,973649114;0;0;2;2;2;267;1841;2286;1;1;8/2023
2024;835;9;880;0,000105053;0,999894947;0;0;6;2;2;632;660;3006;1;1;9/2024
2020;837;10;1447;0,999983849;1,62E-05;0;0;40;1;1;963;1062;471;1;1;10/2020
2021;838;11;1407;0,999974237;2,58E-05;0;0;16;1;1;925;1206;1068;1;1;11/2021
2022;839;12;1812;8,96E-06;0,999991041;0;0;42;2;2;380;1550;3338;1;1;12/2022
2023;840;1;725;0,999976949;2,31E-05;0;0;60;1;1;1134;1249;1326;1;1;1/2023
2024;841;2;1485;0,154060381;0,845939619;0;0;32;2;2;510;1013;2147;1;1;2/2024
2020;842;3;972;0,986219087;0,013780913;0;0;13;1;1;1392;1795;1615;1;1;3/2020
2021;843;4;1677;8,78E-06;0,999991216;0;0;11;2;2;271;1477;3771;1;1;4/2021
2022;844;5;1008;0,999972634;2,74E-05;0;0;36;1;1;825;1972;1083;1;1;5/2022
2023;845;6;1714;9,04E-06;0,999990963;0;0;31;2;2;287;627;3707;1;1;6/2023
2024;846;7;1002;0,999979414;2,06E-05;0;0;45;1;1;948;1007;1234;1;1;7/2024
2020;847;8;612;1,23E-05;0,999987655;0;0;35;2;2;1294;1337;3169;1;1;8/2020
2021;848;9;1792;9,32E-06;0,999990682;0;0;62;2;2;1626;1913;2563;1;1;9/2021
2022;849;10;1306;5,51E-05;0,999944899;0;0;33;2;2;867;1258;2521;1;1;10/2022
2023;850;11;600;1,79E-05;0,999982118;0;0;22;2;2;207;1162;3441;1;1;11/2023
2024;851;12;1568;0,999984269;1,57E-05;0;0;33;1;1;413;654;508;1;1;12/2024
2020;852;1;1369;9,06E-06;0,999990939;0;0;28;2;2;1451;1469;3206;1;1;1/2020
2021;853;2;1512;9,09E-06;0,999990908;0;0;54;2;2;220;1838;3366;1;1;2/2021
2022;854;3;1442;0,253327352;0,746672648;0;0;56;2;2;1626;1668;1513;1;1;3/2022
2023;855;4;685;1,30E-05;0,999986971;0;0;13;2;2;1091;1203;3210;1;1;4/2023
2024;856;5;1954;8,99E-06;0,999991008;0;0;7;2;2;673;690;3438;1;1;5/2024
2020;857;6;999;1,93E-05;0,999980699;0;0;64;2;2;1397;1616;2593;1;1;6/2020
2021;858;7;1414;0,999980661;1,93E-05;0;0;15;1;1;294;1233;1069;1;1;7/2021
